id,method,gold_answer,model_raw,model_answer,correct_em,f1,grounded,abstained,hallucinated,tokens_out,latency_ms
1,direct,yes,Yes [ID:PubMedQA-26348845].,yes,1,1.0,1,0,0,2,815
1,cot,yes,"Reasoning: (model skipped reasoning)
Yes",yes,1,1.0,0,0,0,5,62
2,direct,no,Yes [ID:PubMedQA-10973547].,yes,0,0.0,1,0,0,2,323
2,cot,no,"Reasoning: (model skipped reasoning)
Yes",yes,0,0.0,0,0,0,5,63
3,direct,yes,Yes [ID:PubMedQA-26163474].,yes,1,1.0,1,0,0,2,320
3,cot,yes,"Reasoning: (model skipped reasoning)
maybe  [PubMedQA-26163474]",maybe,0,0.0,0,0,0,6,305
4,direct,yes,Not in context.,not in context,0,0.0,0,1,0,3,108
4,cot,yes,"Reasoning: (model skipped reasoning)
Yes [PubMedQA-24374414].",yes,1,1.0,0,0,0,6,289
5,direct,yes,Not in context.,not in context,0,0.0,0,1,0,3,96
5,cot,yes,"Reasoning: (model skipped reasoning)
Not in context.",not in context,0,0.0,0,1,0,7,95
6,direct,yes,Not in context.,not in context,0,0.0,0,1,0,3,99
6,cot,yes,"Reasoning: (model skipped reasoning)
Not in context.",not in context,0,0.0,0,1,0,7,99
7,direct,no,yes,yes,0,0.0,0,0,0,1,62
7,cot,no,"Reasoning: (model skipped reasoning)
not in context",not in context,0,0.0,0,1,0,7,92
8,direct,yes,Yes [ID:PubMedQA-12163782].,yes,1,1.0,1,0,0,2,322
8,cot,yes,"Reasoning: (model skipped reasoning)
Yes [ID:PubMedQA-12163782].",yes,1,1.0,1,0,0,6,322
9,direct,yes,Yes [ID:PubMedQA-9582182].,yes,1,1.0,1,0,0,2,296
9,cot,yes,"Reasoning: (model skipped reasoning)
Yes.",yes,1,1.0,0,0,0,5,69
10,direct,yes,Yes [ID:PubMedQA-25588461].,yes,1,1.0,1,0,0,2,312
10,cot,yes,"Reasoning: (model skipped reasoning)
Not in context.",not in context,0,0.0,0,1,0,7,100
11,direct,yes,Not in context.,not in context,0,0.0,0,1,0,3,107
11,cot,yes,"Reasoning: (model skipped reasoning)
yes [PubMedQA-23453079]",yes,1,1.0,0,0,0,6,292
12,direct,yes,Not in context.,not in context,0,0.0,0,1,0,3,101
12,cot,yes,"Reasoning: (model skipped reasoning)
Yes",yes,1,1.0,0,0,0,5,55
13,direct,yes,Yes [ID:PubMedQA-21084567].,yes,1,1.0,1,0,0,2,307
13,cot,yes,"Reasoning: (model skipped reasoning)
Not in context.",not in context,0,0.0,0,1,0,7,96
14,direct,yes,Yes [ID:PubMedQA-11601252].,yes,1,1.0,1,0,0,2,311
14,cot,yes,"Reasoning: (model skipped reasoning)
Not in context.",not in context,0,0.0,0,1,0,7,99
15,direct,yes,Yes [ID:PubMedQA-20577124].,yes,1,1.0,1,0,0,2,320
15,cot,yes,"Reasoning: (model skipped reasoning)
Not in context.",not in context,0,0.0,0,1,0,7,108
16,direct,no,Not in context.,not in context,0,0.0,0,1,0,3,100
16,cot,no,"Reasoning: (model skipped reasoning)
Not in context.",not in context,0,0.0,0,1,0,7,100
17,direct,yes,Not in context.,not in context,0,0.0,0,1,0,3,108
17,cot,yes,"Reasoning: (model skipped reasoning)
Not in context.",not in context,0,0.0,0,1,0,7,108
18,direct,yes,Not in context.,not in context,0,0.0,0,1,0,3,107
18,cot,yes,"Reasoning: (model skipped reasoning)
Maybe [PubMedQA-18670651].",maybe,0,0.0,0,0,0,6,289
