id,method,gold_answer,model_raw,model_answer,correct_em,f1,grounded,abstained,hallucinated,tokens_out,latency_ms
1,direct,yes,Yes [ID:PubMedQA-26348845].,yes,1,1.0,1,0,0,2,818
1,cot,yes,Final Answer: Not in context.,not in context,0,0.0,0,1,0,5,153
2,direct,no,Yes [ID:PubMedQA-10973547].,yes,0,0.0,1,0,0,2,323
2,cot,no,Final Answer: Yes [ID:PubMedQA-10973547].,yes,0,0.0,1,0,0,4,367
3,direct,yes,Yes [ID:PubMedQA-26163474].,yes,1,1.0,1,0,0,2,320
3,cot,yes,Reasoning:,not in context,0,0.0,0,1,0,1,123
4,direct,yes,Not in context.,not in context,0,0.0,0,1,0,3,108
4,cot,yes,"Context: Broad-based electronic health information exchange (HIE), in which patients' clinical data follow them between care delivery settings, is expected to produce large quality gains and cost savings. Although these benefits are assumed to result from reducing redundant care, there is limited supporting empirical evidence. To evaluate whether HIE adoption is associated with decreases in repeat imaging in emergency departments (EDs).",not in context,0,0.0,0,1,0,61,1279
5,direct,yes,Not in context.,not in context,0,0.0,0,1,0,3,97
5,cot,yes,The promise of specialty pharmaceuticals: are they worth the price?,not in context,0,0.0,0,1,0,10,262
6,direct,yes,Not in context.,not in context,0,0.0,0,1,0,3,99
6,cot,yes,Final Answer: Not in context.,not in context,0,0.0,0,1,0,5,145
7,direct,no,Yes [ID:PubMedQA-17192736].,yes,0,0.0,1,0,0,2,320
7,cot,no,Final Answer: Fluoroscopy is not essential for retrieval of lower ureteric stones.,not in context,0,0.0,0,1,0,12,381
8,direct,yes,Yes [ID:PubMedQA-12163782].,yes,1,1.0,1,0,0,2,322
8,cot,yes,Final Answer: Not in context.,not in context,0,0.0,0,1,0,5,156
9,direct,yes,Yes [ID:PubMedQA-9582182].,yes,1,1.0,1,0,0,2,296
9,cot,yes,Not in context.,not in context,0,0.0,0,1,0,3,99
10,direct,yes,Not in context.,not in context,0,0.0,0,1,0,3,99
