id,method,gold_answer,model_raw,model_answer,correct_em,f1,grounded,abstained,hallucinated,tokens_out,latency_ms
1,direct,yes,Yes [ID:PubMedQA-2634884,yes,1,1.0,0,0,0,2,773
1,cot,yes,Final Answer:,,0,0.0,0,0,0,2,109
2,direct,no,Yes [ID:PubMedQA-1097354,yes,0,0.0,0,0,0,2,276
2,cot,no,Reasoning:,reasoning:,0,0.0,0,0,0,1,109
3,direct,yes,Yes [ID:PubMedQA-2616347,yes,1,1.0,0,0,0,2,274
3,cot,yes,Final Answer: yes [PubMedQA-26163474].,yes,1,1.0,0,0,0,4,335
4,direct,yes,Yes [ID:PubMedQA-2437441,yes,1,1.0,0,0,0,2,274
4,cot,yes,Reasoning:,reasoning:,0,0.0,0,0,0,1,108
5,direct,yes,Not in context.,not in context,0,0.0,0,1,0,3,96
5,cot,yes,Reasoning:,reasoning:,0,0.0,0,0,0,1,96
6,direct,yes,Not in context.,not in context,0,0.0,0,1,0,3,99
6,cot,yes,Yes [PubMedQA-23495128].,yes,1,1.0,0,0,0,2,283
7,direct,no,Yes [ID:PubMedQA-1719273,yes,0,0.0,0,0,0,2,275
7,cot,no,Final Answer: yes [PubMedQA-17192736],yes,0,0.0,0,0,0,4,335
8,direct,yes,Yes [ID:PubMedQA-1216378,yes,1,1.0,0,0,0,2,277
8,cot,yes,Reasoning:,reasoning:,0,0.0,0,0,0,1,110
9,direct,yes,Yes [ID:PubMedQA-9582182,yes,1,1.0,0,0,0,2,266
9,cot,yes,Final Answer: yes,yes,1,1.0,0,0,0,3,100
10,direct,yes,Not in context.,not in context,0,0.0,0,1,0,3,99
10,cot,yes,Final Answer: no [PubMedQA-25588461].,no,0,0.0,0,0,0,4,328
11,direct,yes,Yes [ID:PubMedQA-2345307,yes,1,1.0,0,0,0,2,274
11,cot,yes,Reasoning:,reasoning:,0,0.0,0,0,0,1,110
12,direct,yes,Not in context.,not in context,0,0.0,0,1,0,3,101
12,cot,yes,Yes [PubMedQA-14518645].,yes,1,1.0,0,0,0,2,277
13,direct,yes,Yes [ID:PubMedQA-2108456,yes,1,1.0,0,0,0,2,263
13,cot,yes,Final Answer: Not in context.,not in context,0,0.0,0,1,0,5,146
14,direct,yes,Yes [ID:PubMedQA-1160125,yes,1,1.0,0,0,0,2,266
14,cot,yes,Final Answer: yes [ID:PubMedQA-11601252].,yes,1,1.0,1,0,0,4,357
15,direct,yes,Not in context.,not in context,0,0.0,0,1,0,3,108
15,cot,yes,Final Answer: yes [PubMedQA-20577124],yes,1,1.0,0,0,0,4,335
