id,method,gold_answer,model_raw,model_answer,correct_em,f1,grounded,abstained,hallucinated,tokens_out,latency_ms
1,direct,yes,Yes [PubMedQA-26348845].,yes,1,1.0,0,0,0,2,773
1,cot,yes,Final Answer: Yes,yes,1,1.0,0,0,0,3,109
2,direct,no,Yes [ID:PubMedQA-10973547].,yes,0,0.0,1,0,0,2,321
2,cot,no,Final Answer: Yes,yes,0,0.0,0,0,0,3,109
3,direct,yes,Yes [ID:PubMedQA-26163474].,yes,1,1.0,1,0,0,2,320
3,cot,yes,Final Answer: no [ID:PubMedQA-26163474].,no,0,0.0,1,0,0,4,366
4,direct,yes,Yes [ID:PubMedQA-24374414].,yes,1,1.0,1,0,0,2,320
4,cot,yes,Not in context.,not in context,0,0.0,0,1,0,3,108
5,direct,yes,Not in context.,not in context,0,0.0,0,1,0,3,96
5,cot,yes,Final Answer: No,no,0,0.0,0,0,0,3,99
6,direct,yes,Yes [ID:PubMedQA-23495128].,yes,1,1.0,1,0,0,2,311
6,cot,yes,Final Answer: No.,no,0,0.0,0,0,0,3,115
7,direct,no,yes [ID:PubMedQA-17192736],yes,0,0.0,1,0,0,2,319
7,cot,no,Reasoning:,not in context,0,0.0,0,1,0,1,107
8,direct,yes,Yes [ID:PubMedQA-12163782].,yes,1,1.0,1,0,0,2,322
8,cot,yes,Final Answer:,not in context,0,0.0,0,1,0,2,94
9,direct,yes,Yes [ID:PubMedQA-9582182].,yes,1,1.0,1,0,0,2,296
9,cot,yes,Final Answer: Yes.,yes,1,1.0,0,0,0,3,115
10,direct,yes,Yes [ID:PubMedQA-25588461].,yes,1,1.0,1,0,0,2,312
10,cot,yes,Not in context.,not in context,0,0.0,0,1,0,3,99
11,direct,yes,Yes [PubMedQA-23453079].,yes,1,1.0,0,0,0,2,293
11,cot,yes,Final Answer: No [ID:PubMedQA-23453079].,no,0,0.0,1,0,0,4,365
12,direct,yes,Yes [ID:PubMedQA-14518645].,yes,1,1.0,1,0,0,2,313
12,cot,yes,Final Answer: No.,no,0,0.0,0,0,0,3,110
13,direct,yes,Yes [ID:PubMedQA-21084567].,yes,1,1.0,1,0,0,2,307
13,cot,yes,Final Answer: Not in context.,not in context,0,0.0,0,1,0,5,145
14,direct,yes,Yes [ID:PubMedQA-11601252].,yes,1,1.0,1,0,0,2,312
14,cot,yes,Final Answer: Yes,yes,1,1.0,0,0,0,3,99
